,right_ascension,altnames,list,declination,distance,child_stars_binaries,epoch,name,all_children,flags
1693,293d37m47.1285s,,,45d44m26.3089s,,[Star('Kepler-1491')],,Kepler-1491,[Star('Kepler-1491')],Flags()
1694,288d35m49.647s,,,41d02m11.2077s,334.75 pc,[Star('Kepler-1492')],,Kepler-1492,[Star('Kepler-1492')],Flags()
1695,288d32m57.0345s,,,38d33m54.757s,,[Star('Kepler-1493')],,Kepler-1493,[Star('Kepler-1493')],Flags()
1696,282d39m26.604s,,,43d09m45.0071s,1334.76 pc,[Star('Kepler-1494')],,Kepler-1494,[Star('Kepler-1494')],Flags()
1697,286d07m50.664s,,,38d46m46.6032s,,[Star('Kepler-1495')],,Kepler-1495,[Star('Kepler-1495')],Flags()
1698,293d58m26.1375s,,,45d21m02.5683s,1358.51 pc,[Star('Kepler-1496')],,Kepler-1496,[Star('Kepler-1496')],Flags()
1699,296d11m46.1385s,,,45d38m03.5916s,,[Star('Kepler-1497')],,Kepler-1497,[Star('Kepler-1497')],Flags()
1700,284d46m41.076s,,,44d55m00.4071s,,[Star('Kepler-1498')],,Kepler-1498,[Star('Kepler-1498')],Flags()
1701,283d59m10.719s,,,41d39m01.4513s,312.666 pc,[Star('Kepler-1499')],,Kepler-1499,[Star('Kepler-1499')],Flags()
1702,285d51m13.3635s,,,38d23m02.81s,588.12 pc,[Star('Kepler-149')],,Kepler-149,[Star('Kepler-149')],Flags()
1703,287d42m31.6515s,,,47d19m58.8763s,980.0 pc,[Star('Kepler-14')],,Kepler-14,[Star('Kepler-14')],Flags()
1704,288d53m00.111s,,,39d44m40.4695s,1261.67 pc,[Star('Kepler-1500')],,Kepler-1500,[Star('Kepler-1500')],Flags()
1705,289d55m06.7305s,,,42d00m05.1131s,765.58 pc,[Star('Kepler-1501')],,Kepler-1501,[Star('Kepler-1501')],Flags()
1706,296d06m28.533s,,,39d19m11.7224s,1581.53 pc,[Star('Kepler-1502')],,Kepler-1502,[Star('Kepler-1502')],Flags()
1707,293d43m37.773s,,,42d48m24.3209s,1267.75 pc,[Star('Kepler-1503')],,Kepler-1503,[Star('Kepler-1503')],Flags()
1708,289d42m43.215s,,,50d07m41.6103s,,[Star('Kepler-1504')],,Kepler-1504,[Star('Kepler-1504')],Flags()
1709,292d00m07.29s,,,41d47m13.0617s,502.134 pc,[Star('Kepler-1505')],,Kepler-1505,[Star('Kepler-1505')],Flags()
1710,290d08m59.616s,,,41d27m52.6056s,,[Star('Kepler-1506')],,Kepler-1506,[Star('Kepler-1506')],Flags()
1711,288d33m41.5395s,,,46d32m09.8008s,323.478 pc,[Star('Kepler-1507')],,Kepler-1507,[Star('Kepler-1507')],Flags()
1712,298d07m07.911s,,,40d22m30.1826s,1306.85 pc,[Star('Kepler-1508')],,Kepler-1508,[Star('Kepler-1508')],Flags()
1713,283d47m52.0305s,,,46d55m51.6635s,,[Star('Kepler-1509')],,Kepler-1509,[Star('Kepler-1509')],Flags()
1714,288d14m02.754s,,,40d31m15.209s,973.33 pc,[Star('Kepler-150')],,Kepler-150,[Star('Kepler-150')],Flags()
1715,298d57m32.961s,,,48d15m28.1553s,1780.6268 pc,[Star('Kepler-1510')],,Kepler-1510,[Star('Kepler-1510')],Flags()
1716,288d25m16.3275s,,,43d10m47.2797s,1541.31 pc,[Star('Kepler-1511')],,Kepler-1511,[Star('Kepler-1511')],Flags()
1717,289d16m28.1265s,,,44d28m13.1454s,315.278 pc,[Star('Kepler-1512')],,Kepler-1512,[Star('Kepler-1512')],Flags()
1718,289d47m29.913s,,,39d17m06.9286s,352.783 pc,[Star('Kepler-1513')],,Kepler-1513,[Star('Kepler-1513')],Flags()
1719,292d37m45s,,,37d51m36s,389.3 pc,[Star('Kepler-1514')],,Kepler-1514,[Star('Kepler-1514')],Flags()
1720,290d58m26.13s,,,48d10m41.3901s,547.765 pc,[Star('Kepler-1515')],,Kepler-1515,[Star('Kepler-1515')],Flags()
1721,291d29m40.5585s,,,44d31m24.5631s,1413.83 pc,[Star('Kepler-1516')],,Kepler-1516,[Star('Kepler-1516')],Flags()
1722,287d48m25.9455s,,,43d11m19.6733s,868.357 pc,[Star('Kepler-1517')],,Kepler-1517,[Star('Kepler-1517')],Flags()
1723,300d19m56.5695s,,,44d59m10.1142s,927.558 pc,[Star('Kepler-1518')],,Kepler-1518,[Star('Kepler-1518')],Flags()
1724,296d40m04.56s,,,49d27m42.6262s,1503.53 pc,[Star('Kepler-1519')],,Kepler-1519,[Star('Kepler-1519')],Flags()
1725,292d09m46.0395s,,,41d01m23.6546s,751.12 pc,[Star('Kepler-151')],,Kepler-151,[Star('Kepler-151')],Flags()
1726,292d41m25.0245s,,,37d50m05.9237s,208.221 pc,[Star('Kepler-1521')],,Kepler-1521,[Star('Kepler-1521')],Flags()
1727,289d50m35.6985s,,,52d04m12.5716s,833.681 pc,[Star('Kepler-1522')],,Kepler-1522,[Star('Kepler-1522')],Flags()
1728,296d03m14.655s,,,45d49m37.4215s,887.39 pc,[Star('Kepler-1523')],,Kepler-1523,[Star('Kepler-1523')],Flags()
1729,293d53m07.386s,,,39d31m11.3045s,385.996 pc,[Star('Kepler-1524')],,Kepler-1524,[Star('Kepler-1524')],Flags()
1730,290d33m34.2075s,,,49d56m34.8625s,387.252 pc,[Star('Kepler-1525')],,Kepler-1525,[Star('Kepler-1525')],Flags()
1731,285d07m10.8765s,,,38d51m59.1729s,564.398 pc,[Star('Kepler-1526')],,Kepler-1526,[Star('Kepler-1526')],Flags()
1732,297d24m51.945s,,,46d03m38.9607s,,[Star('Kepler-1527')],,Kepler-1527,[Star('Kepler-1527')],Flags()
1733,287d24m10.632s,,,46d34m26.3582s,837.17 pc,[Star('Kepler-1528')],,Kepler-1528,[Star('Kepler-1528')],Flags()
1734,289d52m14.6745s,,,41d02m26.6929s,673.673 pc,[Star('Kepler-1529')],,Kepler-1529,[Star('Kepler-1529')],Flags()
1735,286d51m55.635s,,,41d59m20.682s,456.33 pc,[Star('Kepler-152')],,Kepler-152,[Star('Kepler-152')],Flags()
1736,288d09m44.9175s,,,48d09m54.5067s,496.894 pc,[Star('Kepler-1530')],,Kepler-1530,[Star('Kepler-1530')],Flags()
1737,285d08m47.763s,,,39d22m14.8687s,679.394 pc,[Star('Kepler-1531')],,Kepler-1531,[Star('Kepler-1531')],Flags()
1738,296d54m10.0395s,,,41d11m53.4394s,816.727 pc,[Star('Kepler-1532')],,Kepler-1532,[Star('Kepler-1532')],Flags()
1739,295d58m32.088s,,,44d42m48.3755s,994.233 pc,[Star('Kepler-1533')],,Kepler-1533,[Star('Kepler-1533')],Flags()
1740,292d23m43.332s,,,43d52m08.599s,,[Star('Kepler-1534')],,Kepler-1534,[Star('Kepler-1534')],Flags()
1741,286d36m49.305s,,,38d53m31.0211s,921.489 pc,[Star('Kepler-1535')],,Kepler-1535,[Star('Kepler-1535')],Flags()
1742,291d35m06.723s,,,45d42m56.7755s,391.558 pc,[Star('Kepler-1536')],,Kepler-1536,[Star('Kepler-1536')],Flags()
1743,294d23m07.4235s,,,43d49m31.71s,525.072 pc,[Star('Kepler-1537')],,Kepler-1537,[Star('Kepler-1537')],Flags()
1744,283d20m44.496s,,,45d16m27.8643s,1162.66 pc,[Star('Kepler-1538')],,Kepler-1538,[Star('Kepler-1538')],Flags()
1745,284d13m10.041s,,,44d16m06.7698s,764.526 pc,[Star('Kepler-1539')],,Kepler-1539,[Star('Kepler-1539')],Flags()
1746,282d27m37.9275s,,,48d15m25.5546s,626.1 pc,[Star('Kepler-153')],,Kepler-153,[Star('Kepler-153')],Flags()
1747,283d20m40.2525s,,,41d12m06.3775s,246.706 pc,[Star('Kepler-1540')],,Kepler-1540,[Star('Kepler-1540')],Flags()
1748,283d47m13.182s,,,48d01m46.5038s,421.763 pc,[Star('Kepler-1541')],,Kepler-1541,[Star('Kepler-1541')],Flags()
1749,285d43m42.5715s,,,42d39m16.3106s,403.73 pc,[Star('Kepler-1542')],,Kepler-1542,[Star('Kepler-1542')],Flags()
1750,297d07m27.5625s,,,47d02m13.3411s,946.79 pc,[Star('Kepler-1543')],,Kepler-1543,[Star('Kepler-1543')],Flags()
1751,297d17m06.0435s,,,49d12m44.7871s,338.364 pc,[Star('Kepler-1544')],,Kepler-1544,[Star('Kepler-1544')],Flags()
1752,298d53m55.641s,,,47d27m47.1379s,745.379 pc,[Star('Kepler-1545')],,Kepler-1545,[Star('Kepler-1545')],Flags()
1753,297d35m02.19s,,,41d32m28.363s,956.938 pc,[Star('Kepler-1546')],,Kepler-1546,[Star('Kepler-1546')],Flags()
1754,283d45m50.616s,,,42d13m19.6919s,688.089 pc,[Star('Kepler-1547')],,Kepler-1547,[Star('Kepler-1547')],Flags()
1755,287d28m16.4595s,,,46d04m50.3302s,894.534 pc,[Star('Kepler-1548')],,Kepler-1548,[Star('Kepler-1548')],Flags()
1756,286d03m08.769s,,,39d05m45.7393s,821.828 pc,[Star('Kepler-1549')],,Kepler-1549,[Star('Kepler-1549')],Flags()
1757,289d46m50.004s,,,49d53m47.5512s,882.88 pc,[Star('Kepler-154')],,Kepler-154,[Star('Kepler-154')],Flags()
1758,287d45m52.461s,,,38d17m40.9446s,1219.96 pc,[Star('Kepler-1550')],,Kepler-1550,[Star('Kepler-1550')],Flags()
1759,295d47m07.8525s,,,39d54m28.4671s,1526.02 pc,[Star('Kepler-1551')],,Kepler-1551,[Star('Kepler-1551')],Flags()
1760,291d40m36.5805s,,,38d52m29.6656s,786.287 pc,[Star('Kepler-1552')],,Kepler-1552,[Star('Kepler-1552')],Flags()
1761,291d55m09.0315s,,,39d01m20.131s,706.464 pc,[Star('Kepler-1553')],,Kepler-1553,[Star('Kepler-1553')],Flags()
1762,286d34m34.104s,,,41d44m29.3881s,972.668 pc,[Star('Kepler-1554')],,Kepler-1554,[Star('Kepler-1554')],Flags()
1763,287d38m07.719s,,,45d42m57.8142s,,[Star('Kepler-1555')],,Kepler-1555,[Star('Kepler-1555')],Flags()
1764,288d23m49.149s,,,40d12m47.4717s,970.497 pc,[Star('Kepler-1556')],,Kepler-1556,[Star('Kepler-1556')],Flags()
1765,293d52m52.9635s,,,46d50m19.8638s,1436.58 pc,[Star('Kepler-1557')],,Kepler-1557,[Star('Kepler-1557')],Flags()
1766,286d49m09.759s,,,46d54m42.2019s,328.828 pc,[Star('Kepler-1558')],,Kepler-1558,[Star('Kepler-1558')],Flags()
1767,292d17m11.7735s,,,42d04m20.7821s,625.782 pc,[Star('Kepler-1559')],,Kepler-1559,[Star('Kepler-1559')],Flags()
1768,288d29m44.9505s,,,51d04m55.0522s,302.28 pc,[Star('Kepler-155')],,Kepler-155,[Star('Kepler-155')],Flags()
1769,292d47m04.4985s,,,43d12m57.5511s,509.866 pc,[Star('Kepler-1560')],,Kepler-1560,[Star('Kepler-1560')],Flags()
1770,296d55m24.906s,,,43d33m59.2448s,859.328 pc,[Star('Kepler-1561')],,Kepler-1561,[Star('Kepler-1561')],Flags()
1771,294d27m20.4735s,,,46d44m36.9145s,,[Star('Kepler-1562')],,Kepler-1562,[Star('Kepler-1562')],Flags()
1772,288d34m24.975s,,,51d28m21.9814s,,[Star('Kepler-1563')],,Kepler-1563,[Star('Kepler-1563')],Flags()
1773,290d35m10.0245s,,,46d38m33.6588s,933.01 pc,[Star('Kepler-1564')],,Kepler-1564,[Star('Kepler-1564')],Flags()
1774,297d57m10.725s,,,40d48m24.4549s,641.272 pc,[Star('Kepler-1565')],,Kepler-1565,[Star('Kepler-1565')],Flags()
1775,283d35m15.3975s,,,40d34m29.7801s,472.947 pc,[Star('Kepler-1566')],,Kepler-1566,[Star('Kepler-1566')],Flags()
1776,286d41m42.7815s,,,40d17m30.4946s,1248.75 pc,[Star('Kepler-1567')],,Kepler-1567,[Star('Kepler-1567')],Flags()
1777,289d10m57.6075s,,,47d52m24.1428s,941.088 pc,[Star('Kepler-1568')],,Kepler-1568,[Star('Kepler-1568')],Flags()
1778,292d12m16.851s,,,37d13m16.3525s,971.723 pc,[Star('Kepler-1569')],,Kepler-1569,[Star('Kepler-1569')],Flags()
1779,290d17m47.4075s,,,37d44m58.181s,482.88 pc,[Star('Kepler-156')],,Kepler-156,[Star('Kepler-156')],Flags()
1780,299d51m42.639s,,,45d49m38.5351s,943.841 pc,[Star('Kepler-1570')],,Kepler-1570,[Star('Kepler-1570')],Flags()
1781,300d56m07.5345s,,,45d35m47.5323s,688.658 pc,[Star('Kepler-1571')],,Kepler-1571,[Star('Kepler-1571')],Flags()
1782,281d53m50.355s,,,46d43m21.5465s,973.141 pc,[Star('Kepler-1572')],,Kepler-1572,[Star('Kepler-1572')],Flags()
1783,292d59m18.021s,,,49d29m05.8651s,1518.6 pc,[Star('Kepler-1573')],,Kepler-1573,[Star('Kepler-1573')],Flags()
1784,292d09m31.1475s,,,49d38m15.9888s,1441.34 pc,[Star('Kepler-1574')],,Kepler-1574,[Star('Kepler-1574')],Flags()
1785,293d44m35.73s,,,45d45m41.7042s,1292.4906 pc,[Star('Kepler-1575')],,Kepler-1575,[Star('Kepler-1575')],Flags()
1786,289d04m26.307s,,,40d21m57.7339s,467.137 pc,[Star('Kepler-1576')],,Kepler-1576,[Star('Kepler-1576')],Flags()
1787,292d57m19.056s,,,47d34m23.1755s,517.572 pc,[Star('Kepler-1577')],,Kepler-1577,[Star('Kepler-1577')],Flags()
1788,288d18m07.242s,,,47d46m32.143s,1096.85 pc,[Star('Kepler-1578')],,Kepler-1578,[Star('Kepler-1578')],Flags()
1789,293d17m16.779s,,,43d30m53.8493s,,[Star('Kepler-1579')],,Kepler-1579,[Star('Kepler-1579')],Flags()
1790,291d05m49.9245s,,,38d52m32.1428s,742.16 pc,[Star('Kepler-157')],,Kepler-157,[Star('Kepler-157')],Flags()
1791,285d58m07.359s,,,41d21m48.8113s,1031.46 pc,[Star('Kepler-1580')],,Kepler-1580,[Star('Kepler-1580')],Flags()
1792,287d22m16.5525s,,,39d36m12.8969s,500.225 pc,[Star('Kepler-1581')],,Kepler-1581,[Star('Kepler-1581')],Flags()
1793,289d22m35.9865s,,,41d09m30.9629s,79.067 pc,[Star('Kepler-1582')],,Kepler-1582,[Star('Kepler-1582')],Flags()
1794,286d23m12.909s,,,47d00m59.8473s,408.697 pc,[Star('Kepler-1583')],,Kepler-1583,[Star('Kepler-1583')],Flags()
1795,287d45m45.6255s,,,43d16m27.9578s,1476.67 pc,[Star('Kepler-1584')],,Kepler-1584,[Star('Kepler-1584')],Flags()
1796,296d09m32.475s,,,44d33m47.0989s,969.462 pc,[Star('Kepler-1585')],,Kepler-1585,[Star('Kepler-1585')],Flags()
1797,298d12m09.312s,,,44d55m33.0196s,561.482 pc,[Star('Kepler-1586')],,Kepler-1586,[Star('Kepler-1586')],Flags()
1798,292d40m39.8115s,,,49d39m50.0229s,1057.64 pc,[Star('Kepler-1587')],,Kepler-1587,[Star('Kepler-1587')],Flags()
1799,288d13m57.72s,,,48d00m07.8606s,949.307 pc,[Star('Kepler-1588')],,Kepler-1588,[Star('Kepler-1588')],Flags()
1800,294d26m30.633s,,,40d34m17.9384s,1579.28 pc,[Star('Kepler-1589')],,Kepler-1589,[Star('Kepler-1589')],Flags()
1801,284d01m56.049s,,,39d46m52.8629s,345.84 pc,[Star('Kepler-158')],,Kepler-158,[Star('Kepler-158')],Flags()
1802,291d24m28.158s,,,48d01m04.3948s,788.644 pc,[Star('Kepler-1590')],,Kepler-1590,[Star('Kepler-1590')],Flags()
1803,296d30m59.9925s,,,44d36m31.0175s,1478.63 pc,[Star('Kepler-1591')],,Kepler-1591,[Star('Kepler-1591')],Flags()
1804,293d51m02.301s,,,38d23m51.9145s,1717.92 pc,[Star('Kepler-1592')],,Kepler-1592,[Star('Kepler-1592')],Flags()
1805,300d29m17.484s,,,44d27m38.3739s,649.815 pc,[Star('Kepler-1593')],,Kepler-1593,[Star('Kepler-1593')],Flags()
1806,293d37m23.0295s,,,47d57m42.8895s,1004.82 pc,[Star('Kepler-1594')],,Kepler-1594,[Star('Kepler-1594')],Flags()
1807,285d43m21.837s,,,43d00m34.0799s,865.726 pc,[Star('Kepler-1595')],,Kepler-1595,[Star('Kepler-1595')],Flags()
1808,285d33m27.0645s,,,49d19m48.2702s,,[Star('Kepler-1596')],,Kepler-1596,[Star('Kepler-1596')],Flags()
1809,288d09m50.313s,,,42d28m51.7716s,1265.5 pc,[Star('Kepler-1597')],,Kepler-1597,[Star('Kepler-1597')],Flags()
1810,288d28m08.7495s,,,46d47m01.2658s,631.114 pc,[Star('Kepler-1598')],,Kepler-1598,[Star('Kepler-1598')],Flags()
1811,286d13m15.189s,,,41d09m04.3975s,1380.83 pc,[Star('Kepler-1599')],,Kepler-1599,[Star('Kepler-1599')],Flags()
1812,297d04m12.5775s,,,40d52m07.6486s,457.7 pc,[Star('Kepler-159')],,Kepler-159,[Star('Kepler-159')],Flags()
1813,296d12m02.0475s,,,49d08m24.2974s,755.4 pc,[Star('Kepler-15')],,Kepler-15,[Star('Kepler-15')],Flags()
1814,291d23m57.7545s,,,38d47m15.8612s,1061.12 pc,[Star('Kepler-1600')],,Kepler-1600,[Star('Kepler-1600')],Flags()
1815,285d30m46.6545s,,,38d04m47.2119s,656.642 pc,[Star('Kepler-1601')],,Kepler-1601,[Star('Kepler-1601')],Flags()
1816,293d34m51.042s,,,40d25m38.9875s,641.437 pc,[Star('Kepler-1602')],,Kepler-1602,[Star('Kepler-1602')],Flags()
1817,295d19m47.3925s,,,42d32m05.8981s,,[Star('Kepler-1603')],,Kepler-1603,[Star('Kepler-1603')],Flags()
1818,285d24m38.298s,,,44d24m44.0419s,549.722 pc,[Star('Kepler-1604')],,Kepler-1604,[Star('Kepler-1604')],Flags()
1819,287d08m05.6445s,,,47d29m19.0661s,554.908 pc,[Star('Kepler-1605')],,Kepler-1605,[Star('Kepler-1605')],Flags()
1820,286d22m41.796s,,,43d04m23.6175s,851.426 pc,[Star('Kepler-1606')],,Kepler-1606,[Star('Kepler-1606')],Flags()
1821,296d03m35.433s,,,42d39m21.7478s,1334.4 pc,[Star('Kepler-1607')],,Kepler-1607,[Star('Kepler-1607')],Flags()
1822,295d33m48.7725s,,,39d25m03.2565s,,[Star('Kepler-1608')],,Kepler-1608,[Star('Kepler-1608')],Flags()
1823,290d08m47.5785s,,,39d39m56.9389s,,[Star('Kepler-1609')],,Kepler-1609,[Star('Kepler-1609')],Flags()
1824,287d46m24.789s,,,42d52m09.4724s,962.92 pc,[Star('Kepler-160')],,Kepler-160,[Star('Kepler-160')],Flags()
1825,295d54m18.0285s,,,45d24m19.5528s,885.583 pc,[Star('Kepler-1610')],,Kepler-1610,[Star('Kepler-1610')],Flags()
1826,296d30m43.302s,,,49d43m39.9165s,,[Star('Kepler-1611')],,Kepler-1611,[Star('Kepler-1611')],Flags()
1827,291d15m01.0005s,,,45d39m18.2691s,781.8 pc,[Star('Kepler-1612')],,Kepler-1612,[Star('Kepler-1612')],Flags()
1828,289d52m30.0405s,,,43d25m15.4724s,1576.29 pc,[Star('Kepler-1613')],,Kepler-1613,[Star('Kepler-1613')],Flags()
1829,284d52m16.9065s,,,49d46m33.1844s,1232.89 pc,[Star('Kepler-1614')],,Kepler-1614,[Star('Kepler-1614')],Flags()
1830,286d21m33.231s,,,42d13m38.7707s,1452.22 pc,[Star('Kepler-1615')],,Kepler-1615,[Star('Kepler-1615')],Flags()
1831,286d32m37.0155s,,,45d18m17.5018s,1176.47 pc,[Star('Kepler-1616')],,Kepler-1616,[Star('Kepler-1616')],Flags()
1832,287d56m13.9635s,,,46d25m06.5541s,922.169 pc,[Star('Kepler-1617')],,Kepler-1617,[Star('Kepler-1617')],Flags()
1833,295d10m31.3305s,,,45d55m51.2088s,1274.05 pc,[Star('Kepler-1618')],,Kepler-1618,[Star('Kepler-1618')],Flags()
1834,285d42m12.54s,,,44d25m19.1543s,750.751 pc,[Star('Kepler-1619')],,Kepler-1619,[Star('Kepler-1619')],Flags()
1835,290d30m59.367s,,,43d05m01.7456s,484.58 pc,[Star('Kepler-161')],,Kepler-161,[Star('Kepler-161')],Flags()
1836,297d16m15.237s,,,46d55m42.331s,,[Star('Kepler-1620')],,Kepler-1620,[Star('Kepler-1620')],Flags()
1837,297d35m18.7515s,,,43d50m28.4326s,1709.4 pc,[Star('Kepler-1621')],,Kepler-1621,[Star('Kepler-1621')],Flags()
1838,297d19m43.8885s,,,47d48m55.6642s,815.129 pc,[Star('Kepler-1622')],,Kepler-1622,[Star('Kepler-1622')],Flags()
1839,294d04m57.7545s,,,39d33m21.9042s,857.927 pc,[Star('Kepler-1623')],,Kepler-1623,[Star('Kepler-1623')],Flags()
1840,292d34m47.532s,,,37d22m35.0102s,260.879 pc,[Star('Kepler-1624')],,Kepler-1624,[Star('Kepler-1624')],Flags()
1841,295d25m45.6015s,,,39d53m11.4989s,,[Star('Kepler-1625')],,Kepler-1625,[Star('Kepler-1625')],Flags()
1842,296d30m01.6275s,,,40d43m16.4324s,1424.3 pc,[Star('Kepler-1626')],,Kepler-1626,[Star('Kepler-1626')],Flags()
1843,284d03m23.9595s,,,41d34m36.2364s,320.287 pc,[Star('Kepler-1627')],,Kepler-1627,[Star('Kepler-1627')],Flags()
1844,281d38m01.296s,,,43d24m41.5968s,,[Star('Kepler-1628')],,Kepler-1628,[Star('Kepler-1628')],Flags()
1845,280d12m23.79s,,,43d46m27.5286s,339.3627 pc,[Star('Kepler-1629')],,Kepler-1629,[Star('Kepler-1629')],Flags()
1846,297d16m44.103s,,,43d43m26.4311s,773.85 pc,[Star('Kepler-162')],,Kepler-162,[Star('Kepler-162')],Flags()
1847,297d30m30.009s,,,43d42m39.3946s,334.403 pc,[Star('Kepler-1630')],,Kepler-1630,[Star('Kepler-1630')],Flags()
1848,294d37m57.318s,,,43d48m27.6436s,1355.01 pc,[Star('Kepler-1631')],,Kepler-1631,[Star('Kepler-1631')],Flags()
1849,294d29m41.436s,,,43d54m49.0491s,731.904 pc,[Star('Kepler-1632')],,Kepler-1632,[Star('Kepler-1632')],Flags()
1850,288d30m54.693s,,,44d55m23.6535s,1151.94 pc,[Star('Kepler-1633')],,Kepler-1633,[Star('Kepler-1633')],Flags()
1851,294d02m36.24s,,,45d08m23.2005s,628.417 pc,[Star('Kepler-1634')],,Kepler-1634,[Star('Kepler-1634')],Flags()
1852,285d20m56.466s,,,45d33m22.2628s,1102.66 pc,[Star('Kepler-1635')],,Kepler-1635,[Star('Kepler-1635')],Flags()
1853,294d03m27.3345s,,,46d26m27.5832s,,[Star('Kepler-1636')],,Kepler-1636,[Star('Kepler-1636')],Flags()
1854,282d14m12.7395s,,,48d09m15.2663s,,[Star('Kepler-1637')],,Kepler-1637,[Star('Kepler-1637')],Flags()
1855,295d28m56.5065s,,,48d31m27.9995s,1595.15 pc,[Star('Kepler-1638')],,Kepler-1638,[Star('Kepler-1638')],Flags()
1856,283d04m07.152s,,,48d48m07.5149s,1062.81 pc,[Star('Kepler-1639')],,Kepler-1639,[Star('Kepler-1639')],Flags()
1857,295d00m10.1055s,,,46d59m14.4887s,788.98 pc,[Star('Kepler-163')],,Kepler-163,[Star('Kepler-163')],Flags()
1858,294d33m28.296s,,,40d51m01.7521s,,[Star('Kepler-1640')],,Kepler-1640,[Star('Kepler-1640')],Flags()
1859,296d21m33.9795s,,,41d34m28.3301s,881.912 pc,[Star('Kepler-1641')],,Kepler-1641,[Star('Kepler-1641')],Flags()
1860,297d12m43.677s,,,43d38m37.4465s,418.848 pc,[Star('Kepler-1642')],,Kepler-1642,[Star('Kepler-1642')],Flags()
1861,300d25m51.558s,,,44d45m03.624s,345.161 pc,[Star('Kepler-1643')],,Kepler-1643,[Star('Kepler-1643')],Flags()
1862,285d28m30.2595s,,,48d02m05.6714s,,[Star('Kepler-1644')],,Kepler-1644,[Star('Kepler-1644')],Flags()
1863,297d28m46.131s,,,48d25m06.8849s,1245.1749 pc,[Star('Kepler-1645')],,Kepler-1645,[Star('Kepler-1645')],Flags()
1864,287d31m35.0415s,,,42d54m46.4083s,128.061 pc,[Star('Kepler-1646')],,Kepler-1646,[Star('Kepler-1646')],Flags()
1865,292d30m13.509s,,,41d49m49.5138s,92.43 pc,[Star('Kepler-1649')],,Kepler-1649,[Star('Kepler-1649')],Flags()
1866,287d46m50.9595s,,,47d37m47.6339s,965.43 pc,[Star('Kepler-164')],,Kepler-164,[Star('Kepler-164')],Flags()
1867,297d43m45.261s,,,42d52m00.8854s,120.5 pc,[Star('Kepler-1650')],,Kepler-1650,[Star('Kepler-1650')],Flags()
1868,294d21m57.4935s,,,49d54m54.217s,252.0 pc,[Star('Kepler-1652')],,Kepler-1652,[Star('Kepler-1652')],Flags()
1869,296d27m27.8835s,,,41d15m57.4711s,755.0 pc,[Star('Kepler-1653')],,Kepler-1653,[Star('Kepler-1653')],Flags()
1870,282d11m08.8515s,,,44d26m04.0737s,577.6 pc,[Star('Kepler-1654')],,Kepler-1654,[Star('Kepler-1654')],Flags()
1871,286d41m21.963s,,,39d12m42.9655s,214.58 pc,[Star('Kepler-1655')],,Kepler-1655,[Star('Kepler-1655')],Flags()
1872,284d28m19.8705s,,,39d54m42.5287s,186.88 pc,[Star('Kepler-1656')],,Kepler-1656,[Star('Kepler-1656')],Flags()
1873,294d21m23.601s,,,38d56m50.5158s,806.07 pc,[Star('Kepler-1658')],,Kepler-1658,[Star('Kepler-1658')],Flags()
1874,280d41m27.6705s,,,47d48m35.0524s,644.43 pc,[Star('Kepler-165')],,Kepler-165,[Star('Kepler-165')],Flags()
1875,285d10m01.6995s,,,41d58m01.3874s,415.52 pc,[Star('Kepler-1661')],,Kepler-1661,[Star('Kepler-1661')],Flags()
1876,290d24m00s,,,48d49m21s,341.22 pc,[Star('Kepler-1663')],,Kepler-1663,[Star('Kepler-1663')],Flags()
1877,286d51m15s,,,49d15m42s,,[Star('Kepler-1664')],,Kepler-1664,[Star('Kepler-1664')],Flags()
1878,290d23m45s,,,41d02m24s,338.8 pc,[Star('Kepler-1665')],,Kepler-1665,[Star('Kepler-1665')],Flags()
1879,297d57m00s,,,46d15m53s,1434.42 pc,[Star('Kepler-1666')],,Kepler-1666,[Star('Kepler-1666')],Flags()
1880,283d32m00s,,,48d05m39s,638.35 pc,[Star('Kepler-1667')],,Kepler-1667,[Star('Kepler-1667')],Flags()
1881,297d21m15s,,,46d05m45s,1386.19 pc,[Star('Kepler-1668')],,Kepler-1668,[Star('Kepler-1668')],Flags()
1882,297d25m45s,,,39d50m52s,551.78 pc,[Star('Kepler-1669')],,Kepler-1669,[Star('Kepler-1669')],Flags()
1883,293d09m36.507s,,,48d52m52.3891s,639.62 pc,[Star('Kepler-166')],,Kepler-166,[Star('Kepler-166')],Flags()
1884,290d19m30s,,,43d07m19s,2198.41 pc,[Star('Kepler-1670')],,Kepler-1670,[Star('Kepler-1670')],Flags()
1885,291d45m00s,,,39d26m49s,360.77 pc,[Star('Kepler-1671')],,Kepler-1671,[Star('Kepler-1671')],Flags()
1886,297d56m30s,,,40d16m43s,395.58 pc,[Star('Kepler-1672')],,Kepler-1672,[Star('Kepler-1672')],Flags()
1887,285d40m00s,,,48d43m10s,742.78 pc,[Star('Kepler-1673')],,Kepler-1673,[Star('Kepler-1673')],Flags()
1888,294d49m00s,,,45d18m22s,1042.07 pc,[Star('Kepler-1674')],,Kepler-1674,[Star('Kepler-1674')],Flags()
1889,283d48m30s,,,41d02m28s,663.58 pc,[Star('Kepler-1675')],,Kepler-1675,[Star('Kepler-1675')],Flags()
1890,287d14m15s,,,43d34m02s,,[Star('Kepler-1676')],,Kepler-1676,[Star('Kepler-1676')],Flags()
1891,298d29m30s,,,47d00m47s,751.23 pc,[Star('Kepler-1677')],,Kepler-1677,[Star('Kepler-1677')],Flags()
